Song,Performer,Peak Position,grouped_genre,release_year,release_month,spotify_track_popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,time_signature,spotify_track_duration_ms,prior_song_count,prior_top10_count,prior_best_peak,prior_avg_peak
Sweet Charlie Babe,Jackie Moore,42,rnb_soul,1973,7,12.0,0.7269999999999999,0.8269999999999998,-7.280999999999999,0.0455,0.2829999999999999,4.7e-05,0.0508,0.926,112.49,9.0,4.0,156874.0,1,0,30.0,30.0
Selfish One,Jackie Ross,11,rnb_soul,1964,8,37.0,0.6189999999999999,0.5749999999999998,-7.62,0.0388,0.551,8e-06,0.0921,0.758,116.737,7.0,4.0,200200.0,0,0,101.0,101.0
Jerk And Twine,Jackie Ross,85,rnb_soul,1965,1,6.0,0.674,0.7239999999999999,-6.837,0.0605,0.463,0.0,0.159,0.919,107.458,10.0,4.0,167685.0,1,0,11.0,11.0
To Be Loved,Jackie Wilson,86,other,1958,8,44.0,0.2419999999999999,0.436,-7.527999999999999,0.0367,0.658,0.0,0.324,0.3449999999999999,69.182,5.0,4.0,154173.0,0,0,101.0,101.0
We Have Love,Jackie Wilson,93,other,1958,9,9.0,0.503,0.388,-7.585,0.0291,0.773,0.0,0.0666,0.546,104.247,5.0,3.0,147786.0,1,0,86.0,86.0
Lonely Teardrops,Jackie Wilson,7,other,1958,11,48.0,0.5909999999999999,0.5819999999999999,-4.554,0.129,0.5959999999999999,0.0,0.784,0.906,137.221,7.0,4.0,164346.0,2,0,86.0,89.5
That's Why (I Love You So),Jackie Wilson,13,other,1959,3,30.0,0.7289999999999999,0.8529999999999999,-3.615,0.0455,0.253,0.0,0.2059999999999999,0.969,146.922,5.0,4.0,126226.0,3,1,7.0,62.0
I'll Be Satisfied,Jackie Wilson,20,other,1959,6,34.0,0.514,0.784,-5.958,0.0612,0.5819999999999999,0.0,0.183,0.888,133.722,7.0,4.0,124986.0,4,1,7.0,49.75
You Better Know It,Jackie Wilson,37,other,1959,9,18.0,0.667,0.628,-6.922,0.1729999999999999,0.68,0.0,0.381,0.929,78.76,5.0,4.0,122306.0,5,1,7.0,43.8
Talk That Talk,Jackie Wilson,34,other,1959,11,19.0,0.63,0.666,-5.444,0.051,0.629,0.0,0.897,0.873,143.998,6.0,4.0,132946.0,6,1,7.0,42.666666666666664
Night,Jackie Wilson,4,other,1960,3,19.0,0.2839999999999999,0.498,-5.534,0.0296,0.918,0.00097,0.3609999999999999,0.327,99.075,0.0,4.0,169653.0,7,1,7.0,41.42857142857143
Doggin' Around,Jackie Wilson,15,other,1960,4,24.0,0.541,0.3659999999999999,-9.19,0.0252,0.938,0.445,0.107,0.4249999999999999,94.809,5.0,3.0,173026.0,8,2,4.0,36.75
(You Were Made For) All My Love,Jackie Wilson,12,other,1960,7,15.0,0.321,0.468,-4.934,0.0317,0.898,8e-06,0.113,0.4109999999999999,76.98999999999998,2.0,4.0,125866.0,9,2,4.0,34.333333333333336
"A Woman, A Lover, A Friend",Jackie Wilson,15,other,1960,7,31.0,0.327,0.499,-6.214,0.0555,0.8619999999999999,6e-06,0.924,0.621,68.427,7.0,4.0,156600.0,10,2,4.0,32.1
Alone At Last,Jackie Wilson,8,other,1960,10,13.0,0.2879999999999999,0.392,-6.067,0.0293,0.951,0.0008909999999999,0.2089999999999999,0.37,92.047,0.0,4.0,184626.0,11,2,4.0,30.545454545454547
Am I The Man,Jackie Wilson,32,other,1960,10,19.0,0.448,0.79,-6.995,0.117,0.749,3.9e-05,0.7089999999999999,0.901,153.362,5.0,4.0,131076.0,12,3,4.0,28.666666666666668
My Empty Arms,Jackie Wilson,9,other,1961,1,10.0,0.3559999999999999,0.45,-6.677,0.03,0.924,0.000206,0.128,0.313,74.4,6.0,4.0,172453.0,13,3,4.0,28.923076923076923
The Tear Of The Year,Jackie Wilson,44,other,1961,1,17.0,0.452,0.435,-6.225,0.0294,0.8319999999999999,2e-06,0.0859,0.3509999999999999,97.114,8.0,3.0,157480.0,14,4,4.0,27.5
Please Tell Me Why,Jackie Wilson,20,other,1961,3,20.0,0.4719999999999999,0.397,-5.409,0.0362,0.804,0.0,0.3009999999999999,0.672,106.082,10.0,3.0,122000.0,15,4,4.0,28.6
Your One And Only Love,Jackie Wilson,40,other,1961,3,8.0,0.34,0.3689999999999999,-9.975,0.0301,0.8369999999999999,1e-06,0.136,0.4689999999999999,109.959,10.0,1.0,165866.0,16,4,4.0,28.0625
I'm Comin' On On Back To You,Jackie Wilson,19,other,1961,6,25.0,0.538,0.812,-3.803,0.0978,0.695,2.3e-05,0.529,0.877,80.406,7.0,4.0,137931.0,17,4,4.0,28.764705882352942
The Way I Am,Jackie Wilson,58,other,1961,10,3.0,0.649,0.541,-6.427,0.383,0.775,2e-06,0.3039999999999999,0.663,162.55,10.0,4.0,148466.0,18,4,4.0,28.22222222222222
The Greatest Hurt,Jackie Wilson,34,other,1962,1,4.0,0.388,0.3589999999999999,-9.863,0.0307,0.889,0.0,0.1489999999999999,0.4819999999999999,79.959,7.0,3.0,196080.0,19,4,4.0,29.789473684210527
There'll Be No Next Time,Jackie Wilson,75,other,1962,1,1.0,0.4269999999999999,0.399,-8.702,0.0291,0.785,7e-06,0.133,0.524,82.745,7.0,3.0,187853.0,20,4,4.0,30.0
I Just Can't Help It,Jackie Wilson,70,other,1962,7,6.0,0.683,0.7339999999999999,-7.05,0.0505,0.7269999999999999,0.0,0.4749999999999999,0.816,121.601,8.0,4.0,153560.0,21,4,4.0,32.142857142857146
Forever And A Day,Jackie Wilson,82,other,1962,9,3.0,0.4719999999999999,0.522,-10.807,0.0439,0.307,1.7e-05,0.1489999999999999,0.7079999999999999,88.40699999999998,8.0,4.0,195666.0,22,4,4.0,33.86363636363637
Baby Workout,Jackie Wilson,5,other,1963,3,34.0,0.556,0.8669999999999999,-2.346,0.0554,0.445,0.0,0.5979999999999999,0.896,143.04,8.0,4.0,184653.0,23,4,4.0,35.95652173913044
Shake! Shake! Shake!,Jackie Wilson,33,other,1963,7,7.0,0.524,0.7409999999999999,-7.224,0.0562,0.3689999999999999,3e-06,0.3019999999999999,0.96,100.969,8.0,4.0,128641.0,24,5,4.0,34.666666666666664
Big Boss Line,Jackie Wilson,94,other,1964,5,4.0,0.49,0.819,-7.08,0.112,0.7319999999999999,0.0,0.371,0.816,202.277,5.0,4.0,171586.0,25,5,4.0,34.6
Danny Boy,Jackie Wilson,94,other,1965,2,19.0,0.2919999999999999,0.322,-8.13,0.0271,0.929,0.000169,0.162,0.1789999999999999,82.316,7.0,1.0,258440.0,26,5,4.0,36.88461538461539
No Pity (In The Naked City),Jackie Wilson,59,other,1965,7,15.0,0.4209999999999999,0.524,-5.653,0.0486,0.6019999999999999,3.6e-05,0.192,0.52,75.173,7.0,4.0,213546.0,27,5,4.0,39.0
Just Be Sincere,Jackie Wilson,91,other,1967,2,4.0,0.515,0.699,-7.316,0.0483,0.657,0.0,0.154,0.783,111.28,0.0,4.0,175400.0,28,5,4.0,39.714285714285715
I Don't Want To Lose You,Jackie Wilson,84,other,1967,3,19.0,0.671,0.626,-5.692,0.0476,0.563,0.0,0.0830999999999999,0.765,123.89,8.0,4.0,159426.0,29,5,4.0,41.48275862068966
I've Lost You,Jackie Wilson,82,other,1967,5,25.0,0.6019999999999999,0.7249999999999999,-5.32,0.0286,0.432,0.0,0.049,0.933,126.815,8.0,4.0,161760.0,30,5,4.0,42.9
(Your Love Keeps Lifting Me) Higher And Higher,Jackie Wilson,6,other,1967,8,70.0,0.631,0.69,-6.676,0.0531,0.1759999999999999,0.0,0.121,0.938,94.574,2.0,4.0,181066.0,31,5,4.0,44.16129032258065
Since You Showed Me How To Be Happy,Jackie Wilson,32,other,1967,11,10.0,0.4719999999999999,0.83,-6.984,0.0686,0.5909999999999999,0.0,0.6119999999999999,0.8669999999999999,93.009,1.0,4.0,170081.0,32,6,4.0,42.96875
I Get The Sweetest Feeling,Jackie Wilson,34,other,1968,7,59.0,0.684,0.4819999999999999,-9.234,0.0371,0.778,0.000351,0.1479999999999999,0.749,123.532,5.0,4.0,178373.0,33,6,4.0,42.63636363636363
For Once In My Life,Jackie Wilson,70,other,1968,11,18.0,0.371,0.2939999999999999,-10.361,0.0281,0.8649999999999999,0.0,0.202,0.3539999999999999,92.725,5.0,3.0,187347.0,34,6,4.0,42.38235294117647
Let This Be A Letter (To My Baby),Jackie Wilson,91,other,1970,5,3.0,0.316,0.5859999999999999,-8.631999999999998,0.0449,0.4849999999999999,9.5e-05,0.3439999999999999,0.681,137.776,4.0,4.0,188333.0,35,6,4.0,43.17142857142857
(I Can Feel Those Vibrations) This Love Is Real,Jackie Wilson,56,other,1970,12,26.0,0.63,0.8,-6.002,0.15,0.4289999999999999,0.0,0.3,0.7359999999999999,120.811,2.0,4.0,175146.0,36,6,4.0,44.5
Love Is Funny That Way,Jackie Wilson,95,other,1971,11,6.0,0.567,0.7429999999999999,-9.696,0.112,0.569,0.0,0.137,0.59,75.956,3.0,4.0,193000.0,37,6,4.0,44.810810810810814
You Got Me Walking,Jackie Wilson,93,other,1972,2,11.0,0.6089999999999999,0.536,-9.825,0.0292,0.222,0.000226,0.1809999999999999,0.793,124.323,9.0,3.0,165253.0,38,6,4.0,46.13157894736842
For Your Precious Love,Jackie Wilson & Count Basie,49,other,1968,2,12.0,0.441,0.5919999999999999,-8.138999999999998,0.0428,0.624,4.4e-05,0.115,0.657,88.07599999999998,5.0,3.0,165186.0,0,0,101.0,101.0
Think Twice,Jackie Wilson And LaVern Baker,93,other,1966,1,29.0,0.821,0.548,-6.646,0.0409,0.516,0.00103,0.512,0.914,122.001,7.0,4.0,149760.0,0,0,101.0,101.0
I Want You Back,Jackson 5,1,other,1969,11,66.0,0.639,0.543,-12.777,0.0303,0.4919999999999999,1.3e-05,0.28,0.937,98.185,8.0,4.0,180840.0,0,0,101.0,101.0
ABC,Jackson 5,1,other,1970,3,65.0,0.7359999999999999,0.689,-11.781,0.0437,0.523,0.000319,0.123,0.95,93.781,8.0,4.0,177733.0,1,1,1.0,1.0
I'll Be There,Jackson 5,1,other,1970,9,68.0,0.51,0.515,-7.247,0.0253,0.5929999999999999,1e-06,0.654,0.331,93.212,5.0,4.0,237760.0,2,2,1.0,1.0
Mama's Pearl,Jackson 5,2,other,1971,1,38.0,0.634,0.819,-6.786,0.048,0.3589999999999999,5e-06,0.18,0.931,104.517,5.0,4.0,187133.0,3,3,1.0,1.0
Never Can Say Goodbye,Jackson 5,2,other,1971,4,49.0,0.527,0.821,-7.19,0.047,0.337,2e-06,0.394,0.8349999999999999,166.139,2.0,4.0,179773.0,4,4,1.0,1.25
Maybe Tomorrow,Jackson 5,20,other,1971,7,33.0,0.4279999999999999,0.695,-6.685,0.0318,0.644,6e-06,0.122,0.663,176.877,7.0,4.0,285040.0,5,5,1.0,1.4
Sugar Daddy,Jackson 5,10,other,1971,12,37.0,0.803,0.8579999999999999,-3.859,0.0752,0.228,0.0,0.269,0.961,95.995,1.0,4.0,151666.0,6,5,1.0,4.5
Little Bitty Pretty One,Jackson 5,13,other,1972,4,39.0,0.686,0.939,-5.622,0.122,0.226,0.0,0.0288,0.798,90.653,9.0,4.0,169440.0,7,6,1.0,5.285714285714286
Lookin' Through The Windows,Jackson 5,16,other,1972,7,36.0,0.547,0.784,-6.363,0.029,0.2979999999999999,0.0103,0.2919999999999999,0.882,131.497,9.0,4.0,223853.0,8,6,1.0,6.25
Corner Of The Sky,Jackson 5,18,other,1972,10,15.0,0.529,0.967,-2.719,0.049,0.3579999999999999,6.9e-05,0.377,0.889,93.126,10.0,4.0,210013.0,9,6,1.0,7.333333333333333
Hallelujah Day,Jackson 5,28,other,1973,3,11.0,0.683,0.959,-2.215,0.0652,0.129,0.0,0.2959999999999999,0.892,126.933,0.0,4.0,167240.0,10,6,1.0,8.4
Get It Together,Jackson 5,28,other,1973,9,34.0,0.572,0.918,-8.364,0.0388,0.023,0.000257,0.329,0.8549999999999999,106.413,10.0,4.0,168013.0,11,6,1.0,10.181818181818182
Dancing Machine,Jackson 5,2,other,1974,3,57.0,0.776,0.794,-7.722,0.0723,0.133,2.3e-05,0.689,0.8449999999999999,109.277,6.0,4.0,161813.0,12,6,1.0,11.666666666666666
"Whatever You Got, I Want",Jackson 5,38,other,1974,10,21.0,0.7149999999999999,0.697,-6.994,0.0547,0.255,0.0,0.0792,0.928,76.89199999999998,11.0,4.0,175600.0,13,7,1.0,10.923076923076923
Forever Came Today,Jackson 5,60,other,1975,7,34.0,0.657,0.7269999999999999,-6.612,0.0349,0.162,0.000836,0.3439999999999999,0.8649999999999999,120.526,6.0,4.0,380226.0,14,7,1.0,12.857142857142858
Santa Claus Is Comin' To Town,Jackson 5,46,other,2021,1,46.0,0.692,0.762,-4.867,0.0342,0.4239999999999999,1.3e-05,0.1809999999999999,0.961,146.673,0.0,4.0,144013.0,15,7,1.0,16.0
Doctor My Eyes,Jackson Browne,8,rock,1972,3,66.0,0.48,0.626,-8.406,0.0294,0.266,5.7e-05,0.0857,0.542,75.63,5.0,4.0,199906.0,0,0,101.0,101.0
Rock Me On The Water,Jackson Browne,48,rock,1972,8,41.0,0.452,0.4939999999999999,-10.194,0.0279,0.803,1.1e-05,0.187,0.4859999999999999,99.914,7.0,4.0,252040.0,1,1,8.0,8.0
Redneck Friend,Jackson Browne,85,rock,1973,9,20.0,0.496,0.464,-9.221,0.0665,0.809,7.4e-05,0.7049999999999998,0.625,152.614,3.0,4.0,271013.0,2,1,8.0,28.0
Here Come Those Tears Again,Jackson Browne,23,rock,1977,2,38.0,0.674,0.61,-9.336,0.0312,0.0511,0.0,0.0526,0.7269999999999999,115.249,10.0,4.0,212600.0,3,1,8.0,47.0
The Pretender,Jackson Browne,58,rock,1977,5,57.0,0.62,0.529,-7.976,0.0306,0.158,0.0,0.228,0.63,103.18,7.0,4.0,351000.0,4,1,8.0,41.0
Running On Empty,Jackson Browne,11,rock,1978,2,65.0,0.541,0.7109999999999999,-13.492,0.0383,0.0635,0.0201,0.7189999999999999,0.5879999999999999,136.58,9.0,4.0,291893.0,5,1,8.0,44.4
Boulevard,Jackson Browne,19,rock,1980,7,40.0,0.541,0.8549999999999999,-7.058,0.0625,0.339,2e-06,0.0821,0.82,141.142,9.0,4.0,200800.0,6,1,8.0,38.833333333333336
That Girl Could Sing,Jackson Browne,22,rock,1980,9,44.0,0.7069999999999999,0.645,-9.236,0.0329,0.327,0.00102,0.0523,0.637,132.373,11.0,4.0,275293.0,7,1,8.0,36.0
Somebody's Baby,Jackson Browne,7,rock,1982,7,61.0,0.7409999999999999,0.7419999999999999,-7.822,0.0269,0.1459999999999999,1.6e-05,0.106,0.889,116.951,2.0,4.0,262733.0,8,1,8.0,34.25
Lawyers In Love,Jackson Browne,13,rock,1983,7,40.0,0.522,0.74,-6.496,0.0284,0.0286,0.00126,0.1449999999999999,0.639,139.031,9.0,4.0,259746.0,9,2,7.0,31.22222222222222
Tender Is The Night,Jackson Browne,25,rock,1983,9,47.0,0.764,0.529,-7.157,0.0329,0.1729999999999999,0.000164,0.0985,0.7029999999999998,113.312,7.0,4.0,293000.0,10,2,7.0,29.4
For A Rocker,Jackson Browne,45,rock,1984,1,25.0,0.505,0.549,-11.793,0.0369,0.0124,3e-06,0.3529999999999999,0.778,147.022,2.0,4.0,244866.0,11,2,7.0,29.0
For America,Jackson Browne,30,rock,1986,3,25.0,0.521,0.8309999999999998,-8.083,0.0543,0.00508,1.6e-05,0.2069999999999999,0.545,143.839,2.0,4.0,307933.0,12,2,7.0,30.333333333333332
In The Shape Of A Heart,Jackson Browne,70,rock,1986,6,39.0,0.757,0.558,-8.365,0.0293,0.253,6e-06,0.0933,0.72,126.379,4.0,4.0,342173.0,13,2,7.0,30.307692307692307
Sweatshirt,Jacob Sartorius,90,pop,2016,7,53.0,0.667,0.4919999999999999,-8.612,0.03,0.321,0.0,0.0743999999999999,0.796,95.976,8.0,4.0,171250.0,0,0,101.0,101.0
Hit Or Miss,Jacob Sartorius,72,pop,2016,8,51.0,0.44,0.666,-4.82,0.193,0.0657,0.0,0.197,0.544,82.92199999999998,1.0,4.0,237983.0,1,0,90.0,90.0
You,Jacquees,58,hiphop,2018,12,75.0,0.7349999999999999,0.453,-8.263999999999998,0.0602,0.4129999999999999,0.0,0.104,0.335,115.002,8.0,4.0,217386.0,0,0,101.0,101.0
Why?,Jadakiss Featuring Anthony Hamilton,11,hiphop,2004,7,52.0,0.6019999999999999,0.938,-3.378,0.2379999999999999,0.0164,0.0,0.0612,0.562,168.417,1.0,4.0,240000.0,0,0,101.0,101.0
U Make Me Wanna,Jadakiss Featuring Mariah Carey,21,hiphop,2004,11,54.0,0.533,0.822,-5.2,0.325,0.0363,0.0,0.343,0.5759999999999998,109.711,5.0,5.0,293800.0,0,0,101.0,101.0
Time's Up!,Jadakiss Featuring Nate Dogg,70,hiphop,2004,5,51.0,0.822,0.8319999999999999,-2.631,0.22,0.085,0.0,0.0711,0.756,93.178,2.0,4.0,216133.0,0,0,101.0,101.0
"I Wanna Love You (From ""Class Act"")",Jade,16,pop,1992,7,13.0,0.7309999999999999,0.7069999999999999,-9.79,0.0768999999999999,0.0596,0.00654,0.264,0.8379999999999999,200.306,0.0,4.0,271400.0,0,0,101.0,101.0
Don't Walk Away,Jade,4,pop,1992,12,62.0,0.8309999999999998,0.915,-7.501,0.128,0.1469999999999999,0.00571,0.196,0.881,102.979,10.0,4.0,216373.0,1,0,16.0,16.0
One Woman,Jade,22,pop,1993,6,32.0,0.662,0.6049999999999999,-9.475,0.0566,0.0552,0.0,0.4179999999999999,0.545,151.946,1.0,4.0,289466.0,2,1,4.0,10.0
Looking For Mr. Do Right,Jade,69,pop,1993,11,26.0,0.635,0.4089999999999999,-11.253,0.0314,0.122,0.0,0.1029999999999999,0.2969999999999999,99.932,11.0,4.0,377373.0,3,1,4.0,14.0
Every Day Of The Week,Jade,20,pop,1994,11,33.0,0.757,0.68,-8.856999999999998,0.0338,0.0039,0.0,0.0742,0.83,97.381,1.0,4.0,315600.0,4,1,4.0,27.75
Gotta Be,Jagged Edge,23,hiphop,1998,8,59.0,0.7189999999999999,0.3619999999999999,-11.547,0.0276,0.651,0.0,0.114,0.5799999999999998,109.915,9.0,4.0,215266.0,0,0,101.0,101.0
He Can't Love U,Jagged Edge,15,hiphop,1999,12,55.0,0.7209999999999999,0.8359999999999999,-3.972,0.2059999999999999,0.112,0.0,0.2349999999999999,0.508,126.279,8.0,4.0,244053.0,1,0,23.0,23.0
Let's Get Married,Jagged Edge,11,hiphop,2000,5,59.0,0.761,0.627,-5.554,0.0538,0.1749999999999999,0.0,0.128,0.891,109.821,1.0,4.0,263226.0,2,0,15.0,19.0
Promise,Jagged Edge,9,hiphop,2000,12,58.0,0.751,0.568,-5.431,0.0872,0.136,0.0,0.0288,0.646,128.002,5.0,4.0,246720.0,3,0,11.0,16.333333333333332
Goodbye,Jagged Edge,58,hiphop,2001,11,45.0,0.821,0.7269999999999999,-6.262,0.105,0.134,2e-06,0.0532,0.971,130.0,6.0,4.0,273226.0,4,1,9.0,14.5
Walked Outta Heaven,Jagged Edge,6,hiphop,2003,9,56.0,0.67,0.6159999999999999,-6.123,0.225,0.573,0.0,0.0535,0.523,120.129,10.0,4.0,270880.0,5,1,9.0,23.2
What's It Like,Jagged Edge,85,hiphop,2004,5,41.0,0.6119999999999999,0.652,-7.024,0.0681,0.343,0.0,0.0537,0.388,114.918,0.0,4.0,262960.0,6,2,6.0,20.333333333333332
Good Luck Charm,Jagged Edge,73,hiphop,2006,4,44.0,0.634,0.653,-5.89,0.0689,0.434,0.0,0.109,0.5,116.156,11.0,4.0,264640.0,7,2,6.0,29.571428571428573
The Way That You Talk,Jagged Edge Featuring Da Brat & JD,65,hiphop,1997,9,25.0,0.8569999999999999,0.563,-9.566,0.28,0.0738999999999999,0.0,0.0992,0.754,92.025,0.0,4.0,218933.0,0,0,101.0,101.0
Could It Be,Jaheim,26,pop,2000,12,42.0,0.655,0.553,-6.854,0.0891,0.0636,1.7e-05,0.126,0.531,70.033,9.0,4.0,224666.0,0,0,101.0,101.0
Just In Case,Jaheim,52,pop,2001,6,52.0,0.78,0.572,-6.797,0.0951,0.0618,0.0,0.0495,0.695,100.999,0.0,4.0,263866.0,1,0,26.0,26.0
Put That Woman First,Jaheim,20,pop,2003,3,58.0,0.649,0.536,-8.804,0.132,0.4919999999999999,0.0,0.184,0.513,78.935,5.0,4.0,245773.0,2,0,26.0,39.0
Never,Jaheim,76,pop,2007,12,40.0,0.537,0.337,-8.117,0.0728,0.224,0.0,0.107,0.6049999999999999,105.367,4.0,4.0,266320.0,3,0,20.0,32.666666666666664
Ain't Leavin Without You,Jaheim,93,pop,2010,2,43.0,0.7409999999999999,0.754,-5.899,0.247,0.151,0.0,0.265,0.819,98.929,10.0,4.0,200613.0,4,0,20.0,43.5
Finding My Way Back,Jaheim,95,pop,2010,7,53.0,0.6049999999999999,0.622,-5.133,0.0425,0.114,0.0,0.15,0.1769999999999999,136.012,0.0,3.0,226693.0,5,0,20.0,53.4
Anything,Jaheim Featuring Next,28,pop,2002,2,51.0,0.7309999999999999,0.377,-7.907,0.0425,0.0516,0.0,0.137,0.452,105.743,5.0,4.0,287026.0,0,0,101.0,101.0
Fabulous,Jaheim Featuring Tha Rayne,28,pop,2002,11,47.0,0.657,0.464,-7.573,0.0614,0.548,0.0,0.161,0.5979999999999999,75.982,4.0,4.0,227066.0,0,0,101.0,101.0
So Close,Jake Holmes,49,other,1970,10,8.0,0.404,0.4189999999999999,-8.995,0.0296,0.3009999999999999,0.25,0.171,0.524,142.509,2.0,4.0,216480.0,0,0,101.0,101.0
Yee Haw,Jake Owen,83,country,2006,7,47.0,0.672,0.934,-3.322,0.0333,0.0956,0.0,0.109,0.948,129.123,7.0,4.0,172506.0,0,0,101.0,101.0
Startin' With Me,Jake Owen,83,country,2007,6,46.0,0.4869999999999999,0.653,-5.393,0.0522,0.109,5e-06,0.112,0.319,159.42,11.0,4.0,236026.0,1,0,83.0,83.0
Don't Think I Can't Love You,Jake Owen,57,country,2009,2,46.0,0.435,0.558,-5.423,0.0342,0.26,0.0,0.245,0.203,115.742,10.0,3.0,185106.0,2,0,83.0,83.0
Eight Second Ride,Jake Owen,70,country,2009,11,57.0,0.645,0.8429999999999999,-4.072,0.0475,0.104,0.0,0.249,0.534,92.357,0.0,3.0,187320.0,3,0,57.0,74.33333333333333
Barefoot Blue Jean Night,Jake Owen,21,country,2011,4,70.0,0.6,0.808,-4.679,0.0403,0.2079999999999999,0.0,0.196,0.809,172.016,4.0,4.0,167426.0,4,0,57.0,73.25
Alone With You,Jake Owen,41,country,2011,12,53.0,0.646,0.761,-3.991,0.0267,0.221,0.0,0.109,0.336,108.999,7.0,4.0,210973.0,5,0,21.0,62.8
The One That Got Away,Jake Owen,51,country,2012,8,55.0,0.5759999999999998,0.8649999999999999,-3.288,0.0407,0.0343,5.3e-05,0.252,0.535,119.913,0.0,4.0,194173.0,6,0,21.0,59.166666666666664
Anywhere With You,Jake Owen,46,country,2013,4,58.0,0.4749999999999999,0.936,-2.545,0.0413,0.0418,0.0,0.0873,0.5979999999999999,151.988,5.0,4.0,209586.0,7,0,21.0,58.0
Days Of Gold,Jake Owen,83,country,2013,10,45.0,0.4759999999999999,0.991,-3.458,0.052,0.0446,0.00574,0.128,0.453,111.03,10.0,4.0,201373.0,8,0,21.0,56.5
Beachin',Jake Owen,26,country,2014,4,60.0,0.527,0.902,-5.352,0.0601,0.3439999999999999,4.6e-05,0.0669,0.7089999999999999,181.964,6.0,4.0,191040.0,9,0,21.0,59.44444444444444
What We Ain't Got,Jake Owen,89,country,2015,1,49.0,0.537,0.257,-10.447,0.0344,0.952,3.9e-05,0.0898999999999999,0.169,127.981,9.0,4.0,218786.0,10,0,21.0,56.1
Real Life,Jake Owen,74,country,2015,7,51.0,0.654,0.749,-5.383,0.0257,0.00195,0.0,0.0956,0.774,108.004,1.0,4.0,169826.0,11,0,21.0,59.09090909090909
American Country Love Song,Jake Owen,55,country,2016,3,63.0,0.529,0.891,-4.36,0.043,0.0457,0.0,0.0942,0.329,104.031,8.0,4.0,199746.0,12,0,21.0,60.333333333333336
I Was Jack (You Were Diane),Jake Owen,43,country,2018,6,66.0,0.6029999999999999,0.8659999999999999,-3.541,0.0443,0.0819,0.0,0.0521,0.543,94.057,6.0,4.0,187026.0,13,0,21.0,59.92307692307692
Down To The Honkytonk,Jake Owen,65,country,2019,1,71.0,0.634,0.808,-4.12,0.0516,0.19,0.0,0.0898,0.937,82.021,3.0,4.0,186866.0,14,0,21.0,58.714285714285715
Homemade,Jake Owen,39,country,2020,2,61.0,0.51,0.8379999999999999,-2.702,0.0469,0.396,0.0,0.195,0.574,145.922,6.0,4.0,192653.0,15,0,21.0,59.13333333333333
Made For You,Jake Owen,32,country,2021,3,77.0,0.5809999999999998,0.441,-6.829,0.0268,0.77,2.8e-05,0.111,0.337,82.125,1.0,4.0,238400.0,16,0,21.0,57.875
It's Everyday Bro,Jake Paul Featuring Team 10,91,pop,2017,6,60.0,0.79,0.7139999999999999,-7.86,0.202,0.00142,0.0,0.111,0.559,150.033,1.0,5.0,217678.0,0,0,101.0,101.0
Heaven,Jake Worthington,98,other,2014,5,21.0,0.435,0.55,-4.471,0.032,0.781,0.0,0.156,0.386,135.826,10.0,4.0,234888.0,0,0,101.0,101.0
Laid,James,61,pop,1994,2,59.0,0.4769999999999999,0.965,-5.735,0.0361,0.0196,0.000126,0.138,0.642,116.251,0.0,4.0,156866.0,0,0,101.0,101.0
I'm Your Puppet,James & Bobby Purify,6,pop,1966,9,51.0,0.7059999999999998,0.516,-8.378,0.032,0.1029999999999999,0.00107,0.551,0.748,94.428,10.0,4.0,179960.0,0,0,101.0,101.0
Wish You Didn't Have To Go,James & Bobby Purify,38,pop,1967,1,11.0,0.764,0.509,-7.566,0.0369,0.401,0.0,0.157,0.8679999999999999,118.139,9.0,4.0,136040.0,1,1,6.0,6.0
Shake A Tail Feather,James & Bobby Purify,25,pop,1967,4,32.0,0.627,0.66,-6.86,0.033,0.0783999999999999,4e-06,0.3659999999999999,0.96,76.62099999999998,1.0,4.0,127826.0,2,1,6.0,22.0
I Take What I Want,James & Bobby Purify,41,pop,1967,7,9.0,0.6039999999999999,0.749,-8.451,0.0824,0.4269999999999999,0.0,0.339,0.774,102.265,8.0,4.0,133066.0,3,1,6.0,23.0
Let Love Come Between Us,James & Bobby Purify,23,pop,1967,9,21.0,0.675,0.521,-10.001,0.0275,0.4939999999999999,0.0,0.3479999999999999,0.907,136.307,9.0,4.0,145466.0,4,1,6.0,27.5
Do Unto Me,James & Bobby Purify,73,pop,1968,1,14.0,0.53,0.659,-7.538999999999999,0.0382,0.124,0.0,0.0688,0.7389999999999999,122.572,10.0,4.0,147400.0,5,1,6.0,26.6
I Can Remember,James & Bobby Purify,51,pop,1968,4,8.0,0.3569999999999999,0.341,-8.788999999999998,0.0302,0.763,0.0,0.121,0.379,87.432,8.0,4.0,155266.0,6,1,6.0,34.333333333333336
Help Yourself (To All Of My Lovin'),James & Bobby Purify,94,pop,1968,8,5.0,0.654,0.7029999999999998,-7.06,0.0399,0.7169999999999999,0.0,0.388,0.88,138.114,2.0,4.0,135533.0,7,1,6.0,36.714285714285715
Say You Won't Let Go,James Arthur,11,pop,2016,11,86.0,0.3579999999999999,0.557,-7.397999999999999,0.059,0.695,0.0,0.0902,0.4939999999999999,85.043,10.0,4.0,211466.0,0,0,101.0,101.0
Let It Go,James Bay,16,other,2016,1,75.0,0.546,0.311,-10.396,0.0288,0.818,1.7e-05,0.107,0.246,147.464,1.0,4.0,260533.0,0,0,101.0,101.0
